Hour,Total Outflow cfs,Generation Flow cfs,Spill cfs,Forebay Elevation,Tailwater Elevation,Average Head,Date
15,1440,1440,0,1198.17,1109.31,88.86,10/27/2024
16,1420,1420,0,1197.19,1109.29,87.9,10/27/2024
17,1420,1420,0,1197.4,1109.35,88.05,10/27/2024
18,1390,1390,0,1197.77,1109.29,88.48,10/27/2024
19,1400,1400,0,1198.14,1109.32,88.82,10/27/2024
20,1420,1420,0,1198.51,1109.32,89.19,10/27/2024
21,1420,1420,0,1198.86,1109.3,89.56,10/27/2024
22,1410,1410,0,1199.25,1109.34,89.91,10/27/2024
23,1410,1410,0,1199.61,1109.35,90.26,10/27/2024
24,1410,1410,0,1199.98,1109.31,90.67,10/27/2024
,,,,,,,10/27/2024
AVG,1395,1395,0,1199.54,1109.28,90.26,10/27/2024
,,,,,,,10/27/2024
MAX,1440,1440,0,1202.8,1109.35,93.58,10/27/2024
MIN,1300,1300,0,1197.19,1109.16,87.9,10/27/2024
1,1450,1450,0,1200.32,1109.4,90.92,10/28/2024
2,1450,1450,0,1200.7,1109.32,91.38,10/28/2024
3,1480,1480,0,1201.02,1109.41,91.61,10/28/2024
4,1480,1480,0,1200.83,1109.4,91.43,10/28/2024
5,1480,1480,0,1199.93,1109.43,90.5,10/28/2024
6,1710,1710,0,1199,1109.76,89.24,10/28/2024
7,1820,1820,0,1199.77,1109.94,89.83,10/28/2024
8,1800,1800,0,1200.6,1109.84,90.76,10/28/2024
9,1790,1790,0,1201.4,1109.87,91.53,10/28/2024
10,1840,1840,0,1202.17,1109.96,92.21,10/28/2024
11,1860,1860,0,1202.86,1110.01,92.85,10/28/2024
12,1860,1860,0,1201.77,1109.97,91.8,10/28/2024
13,1860,1860,0,1200.58,1110,90.58,10/28/2024
14,1850,1850,0,1199.38,1109.9,89.48,10/28/2024
15,1830,1830,0,1199.33,1109.97,89.36,10/28/2024
16,1840,1840,0,1199.28,1109.95,89.33,10/28/2024
17,1840,1840,0,1199.1,1109.93,89.17,10/28/2024
18,1840,1840,0,1198.75,1109.93,88.82,10/28/2024
19,1830,1830,0,1198.4,1109.95,88.45,10/28/2024
20,1830,1830,0,1198.01,1109.95,88.06,10/28/2024
21,1830,1830,0,1197.67,1109.91,87.76,10/28/2024
22,1820,1820,0,1197.35,1109.87,87.48,10/28/2024
23,1800,1800,0,1197.12,1109.89,87.23,10/28/2024
24,1790,1790,0,1196.9,1109.87,87.03,10/28/2024
,,,,,,,10/28/2024
AVG,1749,1749,0,1199.68,1109.81,89.87,10/28/2024
,,,,,,,10/28/2024
MAX,1860,1860,0,1202.86,1110.01,92.85,10/28/2024
MIN,1450,1450,0,1196.9,1109.32,87.03,10/28/2024
1,1800,1800,0,1196.66,1109.87,86.79,10/29/2024
2,1830,1830,0,1196.53,1109.93,86.6,10/29/2024
3,1850,1850,0,1196.53,1109.97,86.56,10/29/2024
4,1910,1910,0,1196.55,1110.03,86.52,10/29/2024
5,1900,1900,0,1197.38,1110,87.38,10/29/2024
6,1930,1930,0,1198.53,1110.07,88.46,10/29/2024
7,2080,2080,0,1198.96,1110.26,88.7,10/29/2024
8,2230,2230,0,1199.45,1110.4,89.05,10/29/2024
9,2240,2240,0,1199.94,1110.41,89.53,10/29/2024
10,2270,2270,0,1200.38,1110.55,89.83,10/29/2024
11,2300,2300,0,1200.81,1110.57,90.24,10/29/2024
12,2270,2270,0,1201.2,1110.59,90.61,10/29/2024
13,2270,2270,0,1199.76,1110.51,89.25,10/29/2024
14,2250,2250,0,1198.2,1110.5,87.7,10/29/2024
15,2230,2230,0,1196.58,1110.49,86.09,10/29/2024
16,2210,2210,0,1194.89,1110.51,84.38,10/29/2024
17,2210,2210,0,1195.38,1110.55,84.83,10/29/2024
18,2270,2270,0,1196.21,1110.55,85.66,10/29/2024
19,2250,2250,0,1197,1110.53,86.47,10/29/2024
20,2270,2270,0,1197.7,1110.55,87.15,10/29/2024
21,2280,2280,0,1198.33,1110.58,87.75,10/29/2024
22,2320,2320,0,1198.8,1110.64,88.16,10/29/2024
23,2310,2310,0,1199.22,1110.64,88.58,10/29/2024
24,2320,2320,0,1199.66,1110.64,89.02,10/29/2024
,,,,,,,10/29/2024
AVG,2158,2158,0,1198.11,1110.39,87.72,10/29/2024
,,,,,,,10/29/2024
MAX,2320,2320,0,1201.2,1110.64,90.61,10/29/2024
MIN,1800,1800,0,1194.89,1109.87,84.38,10/29/2024
1,2350,2350,0,1200.05,1110.66,89.39,10/30/2024
2,2340,2340,0,1198.51,1110.67,87.84,10/30/2024
3,2340,2340,0,1196.82,1110.62,86.2,10/30/2024
4,2320,2320,0,1195.02,1110.61,84.41,10/30/2024
5,2280,2280,0,1193.2,1110.51,82.69,10/30/2024
6,2250,2250,0,1191.32,1110.46,80.86,10/30/2024
7,2210,2210,0,1189.41,1110.42,78.99,10/30/2024
8,2170,2170,0,1189.65,1110.37,79.28,10/30/2024
9,2160,2160,0,1190.22,1110.36,79.86,10/30/2024
10,2190,2190,0,1190.78,1110.44,80.34,10/30/2024
11,2200,2200,0,1191.36,1110.5,80.86,10/30/2024
12,2200,2200,0,1191.9,1110.42,81.48,10/30/2024
13,2210,2210,0,1192.45,1110.48,81.97,10/30/2024
14,2210,2210,0,1192.96,1110.5,82.46,10/30/2024
15,2230,2230,0,1193.5,1110.49,83.01,10/30/2024
16,2230,2230,0,1194.12,1110.53,83.59,10/30/2024
17,2280,2280,0,1194.66,1110.59,84.07,10/30/2024
18,2270,2270,0,1195.19,1110.56,84.63,10/30/2024
19,2270,2270,0,1195.7,1110.61,85.09,10/30/2024
20,2280,2280,0,1196.2,1110.6,85.6,10/30/2024
21,2310,2310,0,1196.69,1110.57,86.12,10/30/2024
22,2300,2300,0,1197.18,1110.61,86.57,10/30/2024
23,2300,2300,0,1197.66,1110.59,87.07,10/30/2024
24,2300,2300,0,1198.14,1110.61,87.53,10/30/2024
,,,,,,,10/30/2024
AVG,2258,2258,0,1194.28,1110.53,83.75,10/30/2024
,,,,,,,10/30/2024
MAX,2350,2350,0,1200.05,1110.67,89.39,10/30/2024
MIN,2160,2160,0,1189.41,1110.36,78.99,10/30/2024
1,2310,2310,0,1198.59,1110.66,87.93,10/31/2024
2,2340,2340,0,1198.26,1110.61,87.65,10/31/2024
3,2320,2320,0,1196.55,1110.59,85.96,10/31/2024
4,2300,2300,0,1194.79,1110.54,84.25,10/31/2024
5,2270,2270,0,1192.97,1110.49,82.48,10/31/2024
6,2250,2250,0,1191.11,1110.47,80.64,10/31/2024
7,2200,2200,0,1189.2,1110.43,78.77,10/31/2024
8,2160,2160,0,1189.46,1110.38,79.08,10/31/2024
9,2170,2170,0,1190.07,1110.45,79.62,10/31/2024
10,2170,2170,0,1190.67,1110.39,80.28,10/31/2024
11,2190,2190,0,1191.26,1110.39,80.87,10/31/2024
12,2200,2200,0,1191.86,1110.44,81.42,10/31/2024
13,2200,2200,0,1192.43,1110.45,81.98,10/31/2024
14,2210,2210,0,1193.03,1110.49,82.54,10/31/2024
15,2230,2230,0,1193.67,1110.48,83.19,10/31/2024
16,2250,2250,0,1194.4,1110.53,83.87,10/31/2024
17,2300,2300,0,1195.05,1110.59,84.46,10/31/2024
18,2280,2280,0,1195.7,1110.54,85.16,10/31/2024
19,2300,2300,0,1196.32,1110.57,85.75,10/31/2024
20,2310,2310,0,1196.94,1110.66,86.28,10/31/2024
21,2320,2320,0,1197.54,1110.64,86.9,10/31/2024
22,2310,2310,0,1198.14,1110.64,87.5,10/31/2024
23,2320,2320,0,1198.74,1110.65,88.09,10/31/2024
24,2320,2320,0,1199.32,1110.61,88.71,10/31/2024
,,,,,,,10/31/2024
AVG,2260,2260,0,1194.42,1110.53,83.89,10/31/2024
,,,,,,,10/31/2024
MAX,2340,2340,0,1199.32,1110.66,88.71,10/31/2024
MIN,2160,2160,0,1189.2,1110.38,78.77,10/31/2024
1,2350,2350,0,1199.91,1110.67,89.24,11/1/2024
2,2370,2370,0,1200.48,1110.67,89.81,11/1/2024
3,2370,2370,0,1201.04,1110.67,90.37,11/1/2024
4,2380,2380,0,1201.61,1110.72,90.89,11/1/2024
5,2440,2440,0,1202.14,1110.76,91.38,11/1/2024
6,2490,2490,0,1202.34,1110.81,91.53,11/1/2024
7,2570,2570,0,1202.69,1110.97,91.72,11/1/2024
8,2600,2600,0,1202.98,1110.99,91.99,11/1/2024
9,2690,2690,0,1203.24,1111.1,92.14,11/1/2024
10,2720,2720,0,1203.5,1111.09,92.41,11/1/2024
11,2780,2780,0,1202.06,1111.18,90.88,11/1/2024
12,2870,2870,0,1200.37,1111.29,89.08,11/1/2024
13,2870,2870,0,1198.65,1111.32,87.33,11/1/2024
14,2860,2860,0,1196.87,1111.29,85.58,11/1/2024
15,2920,2920,0,1194.92,1111.38,83.54,11/1/2024
16,2920,2920,0,1192.85,1111.32,81.53,11/1/2024
17,3000,3000,0,1192.65,1111.43,81.22,11/1/2024
18,2980,2980,0,1193,1111.39,81.61,11/1/2024
19,2980,2980,0,1195.61,1111.48,84.13,11/1/2024
20,3030,3030,0,1198.06,1111.49,86.57,11/1/2024
21,3030,3030,0,1200.38,1111.47,88.91,11/1/2024
22,3030,3030,0,1200.73,1111.49,89.24,11/1/2024
23,3030,3030,0,1200.74,1111.49,89.25,11/1/2024
24,3030,3030,0,1200.7,1111.47,89.23,11/1/2024
,,,,,,,11/1/2024
AVG,2763,2763,0,1199.48,1111.16,88.32,11/1/2024
,,,,,,,11/1/2024
MAX,3030,3030,0,1203.5,1111.49,92.41,11/1/2024
MIN,2350,2350,0,1192.65,1110.67,81.22,11/1/2024
1,3030,3030,0,1200.65,1111.52,89.13,11/2/2024
2,3010,3010,0,1200.61,1111.5,89.11,11/2/2024
3,3010,3010,0,1200.55,1111.52,89.03,11/2/2024
4,3030,3030,0,1200.5,1111.49,89.01,11/2/2024
5,3030,3030,0,1200.5,1111.5,89,11/2/2024
6,3030,3030,0,1202.3,1111.49,90.81,11/2/2024
7,3060,3060,0,1204.12,1111.51,92.61,11/2/2024
8,3050,3050,0,1204,1111.51,92.49,11/2/2024
9,3050,3050,0,1203.97,1111.49,92.48,11/2/2024
10,3030,3030,0,1203.92,1111.5,92.42,11/2/2024
11,3000,3000,0,1202.14,1111.45,90.69,11/2/2024
12,2980,2980,0,1200.22,1111.47,88.75,11/2/2024
13,2980,2980,0,1198.27,1111.39,86.88,11/2/2024
14,2950,2950,0,1196.22,1111.32,84.9,11/2/2024
15,2970,2970,0,1194.05,1111.34,82.71,11/2/2024
16,2950,2950,0,1191.77,1111.31,80.46,11/2/2024
17,2980,2980,0,1191.45,1111.41,80.04,11/2/2024
18,2970,2970,0,1192.33,1111.39,80.94,11/2/2024
19,3010,3010,0,1194.62,1111.45,83.17,11/2/2024
20,3010,3010,0,1196.82,1111.44,85.38,11/2/2024
21,3050,3050,0,1198.91,1111.54,87.37,11/2/2024
22,3060,3060,0,1199.06,1111.56,87.5,11/2/2024
23,3050,3050,0,1199.03,1111.51,87.52,11/2/2024
24,3050,3050,0,1198.99,1111.5,87.49,11/2/2024
1,3050,3050,0,1199.07,1111.5,87.57,11/2/2024
,,,,,,,11/2/2024
AVG,3016,3016,0,1198.96,1111.46,87.5,11/2/2024
,,,,,,,11/2/2024
MAX,3060,3060,0,1204.12,1111.56,92.61,11/2/2024
MIN,2950,2950,0,1191.45,1111.31,80.04,11/2/2024
1,3030,3030,0,1198.91,1111.49,87.42,11/3/2024
2,3060,3060,0,1198.88,1111.57,87.31,11/3/2024
3,3050,3050,0,1199.05,1111.5,87.55,11/3/2024
4,3060,3060,0,1199.31,1111.54,87.77,11/3/2024
5,3060,3060,0,1199.63,1111.54,88.09,11/3/2024
6,3100,3100,0,1201.75,1111.57,90.18,11/3/2024
7,3110,3110,0,1203.92,1111.55,92.37,11/3/2024
8,3100,3100,0,1203.87,1111.56,92.31,11/3/2024
9,3100,3100,0,1203.86,1111.55,92.31,11/3/2024
10,3110,3110,0,1203.85,1111.56,92.29,11/3/2024
11,3100,3100,0,1202.11,1111.56,90.55,11/3/2024
12,3060,3060,0,1200.22,1111.55,88.67,11/3/2024
13,3030,3030,0,1198.3,1111.49,86.81,11/3/2024
14,3010,3010,0,1196.3,1111.47,84.83,11/3/2024
15,3000,3000,0,1194.19,1111.47,82.72,11/3/2024
16,2970,2970,0,1191.98,1111.38,80.6,11/3/2024
17,2900,2900,0,1191.78,1111.33,80.45,11/3/2024
18,2900,2900,0,1192.73,1111.33,81.4,11/3/2024
19,2930,2930,0,1195.13,1111.35,83.78,11/3/2024
20,2970,2970,0,1197.41,1111.44,85.97,11/3/2024
21,3010,3010,0,1199.57,1111.51,88.06,11/3/2024
22,3050,3050,0,1199.76,1111.49,88.27,11/3/2024
23,3050,3050,0,1199.75,1111.53,88.22,11/3/2024
24,3050,3050,0,1199.74,1111.54,88.2,11/3/2024
,,,,,,,11/3/2024
AVG,3034,3034,0,1198.83,1111.49,87.34,11/3/2024
,,,,,,,11/3/2024
MAX,3110,3110,0,1203.92,1111.57,92.37,11/3/2024
MIN,2900,2900,0,1191.78,1111.33,80.45,11/3/2024
1,3050,3050,0,1199.71,1111.55,88.16,11/4/2024
2,3050,3050,0,1199.67,1111.54,88.13,11/4/2024
3,3050,3050,0,1199.62,1111.53,88.09,11/4/2024
4,3060,3060,0,1199.56,1111.54,88.02,11/4/2024
5,3060,3060,0,1199.53,1111.55,87.98,11/4/2024
6,3060,3060,0,1201.32,1111.53,89.79,11/4/2024
7,3060,3060,0,1203.15,1111.54,91.61,11/4/2024
8,3100,3100,0,1203.01,1111.55,91.46,11/4/2024
9,3080,3080,0,1202.88,1111.57,91.31,11/4/2024
10,3080,3080,0,1202.74,1111.52,91.22,11/4/2024
11,3060,3060,0,1200.81,1111.59,89.22,11/4/2024
12,3030,3030,0,1198.77,1111.55,87.22,11/4/2024
13,3010,3010,0,1196.67,1111.48,85.19,11/4/2024
14,2980,2980,0,1194.47,1111.37,83.1,11/4/2024
15,2950,2950,0,1192.18,1111.38,80.8,11/4/2024
16,2950,2950,0,1189.8,1111.35,78.45,11/4/2024
17,2890,2890,0,1189.5,1111.29,78.21,11/4/2024
18,2860,2860,0,1190.53,1111.27,79.26,11/4/2024
19,2870,2870,0,1193,1111.35,81.65,11/4/2024
20,2920,2920,0,1195.34,1111.45,83.89,11/4/2024
21,2980,2980,0,1197.54,1111.52,86.02,11/4/2024
22,3000,3000,0,1197.74,1111.4,86.34,11/4/2024
23,3000,3000,0,1197.73,1111.45,86.28,11/4/2024
24,3000,3000,0,1197.9,1111.5,86.4,11/4/2024
,,,,,,,11/4/2024
AVG,3006,3006,0,1197.63,1111.47,86.16,11/4/2024
,,,,,,,11/4/2024
MAX,3100,3100,0,1203.15,1111.59,91.61,11/4/2024
MIN,2860,2860,0,1189.5,1111.27,78.21,11/4/2024
1,3010,3010,0,1198.09,1111.52,86.57,11/5/2024
2,3030,3030,0,1198.28,1111.55,86.73,11/5/2024
3,3010,3010,0,1198.46,1111.52,86.94,11/5/2024
4,3030,3030,0,1198.62,1111.48,87.14,11/5/2024
5,3030,3030,0,1198.82,1111.54,87.28,11/5/2024
6,3050,3050,0,1200.86,1111.52,89.34,11/5/2024
7,3050,3050,0,1202.92,1111.53,91.39,11/5/2024
8,3310,2880,430,1202.76,1111.86,90.9,11/5/2024
9,3500,2930,570,1202.37,1112.1,90.27,11/5/2024
10,3650,2940,710,1201.86,1112.33,89.53,11/5/2024
11,3660,2970,690,1199.47,1112.29,87.18,11/5/2024
12,3610,2940,670,1196.91,1112.23,84.68,11/5/2024
13,3520,2870,650,1194.21,1112.09,82.12,11/5/2024
14,3430,3130,300,1191.43,1111.95,79.48,11/5/2024
15,3420,3040,380,1191.29,1112,79.29,11/5/2024
16,3610,2950,660,1191.53,1112.27,79.26,11/5/2024
17,3660,2820,840,1193.78,1112.32,81.46,11/5/2024
18,3720,2860,860,1196.05,1112.42,83.63,11/5/2024
19,3700,2820,880,1198.25,1112.35,85.9,11/5/2024
20,3660,2750,910,1200.27,1112.34,87.93,11/5/2024
21,3700,2770,930,1202.13,1112.38,89.75,11/5/2024
22,3740,2770,970,1202.12,1112.36,89.76,11/5/2024
23,3750,2730,1020,1201.77,1112.4,89.37,11/5/2024
24,3790,2770,1020,1201.36,1112.46,88.9,11/5/2024
,,,,,,,11/5/2024
AVG,3443,2923,520,1198.48,1112.03,86.45,11/5/2024
,,,,,,,11/5/2024
MAX,3790,3130,1020,1202.92,1112.46,91.39,11/5/2024
MIN,3010,2730,0,1191.29,1111.48,79.26,11/5/2024
1,3810,2750,1060,1200.93,1112.54,88.39,11/6/2024
2,3850,2800,1050,1200.45,1112.55,87.9,11/6/2024
3,3810,2760,1050,1199.98,1112.49,87.49,11/6/2024
4,3830,2790,1040,1199.51,1112.54,86.97,11/6/2024
5,3830,2790,1040,1199.05,1112.52,86.53,11/6/2024
6,3830,2780,1050,1200.85,1112.48,88.37,11/6/2024
7,3720,2640,1080,1202.85,1112.43,90.42,11/6/2024
8,3880,2810,1070,1202.23,1112.6,89.63,11/6/2024
9,3870,2810,1060,1201.53,1112.6,88.93,11/6/2024
10,3870,2820,1050,1200.78,1112.6,88.18,11/6/2024
11,3830,2810,1020,1198.21,1112.5,85.71,11/6/2024
12,3830,2850,980,1195.34,1112.62,82.72,11/6/2024
13,3900,2960,940,1192.19,1112.54,79.65,11/6/2024
14,3790,2900,890,1188.9,1112.44,76.46,11/6/2024
15,3790,2930,860,1187.82,1112.5,75.32,11/6/2024
16,3900,3040,860,1187.77,1112.54,75.23,11/6/2024
17,3880,2970,910,1189.95,1112.58,77.37,11/6/2024
18,3940,3000,940,1192.21,1112.62,79.59,11/6/2024
19,3960,2990,970,1194.36,1112.67,81.69,11/6/2024
20,3990,2990,1000,1196.39,1112.68,83.71,11/6/2024
21,3970,2950,1020,1198.36,1112.72,85.64,11/6/2024
22,3960,2930,1030,1198.4,1112.69,85.71,11/6/2024
23,3940,2920,1020,1198.23,1112.65,85.58,11/6/2024
24,3940,2920,1020,1198.26,1112.62,85.64,11/6/2024
,,,,,,,11/6/2024
AVG,3872,2871,1000,1196.86,1112.57,84.28,11/6/2024
,,,,,,,11/6/2024
MAX,3990,3040,1080,1202.85,1112.72,90.42,11/6/2024
MIN,3720,2640,860,1187.77,1112.43,75.23,11/6/2024
1,3940,2920,1020,1198.33,1112.65,85.68,11/7/2024
2,3960,2930,1030,1198.41,1112.63,85.78,11/7/2024
3,3960,2930,1030,1198.48,1112.66,85.82,11/7/2024
4,3960,2930,1030,1198.54,1112.66,85.88,11/7/2024
5,3960,2930,1030,1198.64,1112.64,86,11/7/2024
6,3970,2920,1050,1200.61,1112.68,87.93,11/7/2024
7,4010,2930,1080,1202.6,1112.69,89.91,11/7/2024
8,4010,2940,1070,1202.04,1112.69,89.35,11/7/2024
9,3970,2910,1060,1201.17,1112.71,88.46,11/7/2024
10,3970,2920,1050,1200.29,1112.71,87.58,11/7/2024
11,3900,2890,1010,1197.6,1112.61,84.99,11/7/2024
12,3810,2840,970,1194.64,1112.48,82.16,11/7/2024
13,3750,2820,930,1191.54,1112.4,79.14,11/7/2024
14,3750,2880,870,1188.24,1112.42,75.82,11/7/2024
15,3960,3100,860,1187.67,1112.62,75.05,11/7/2024
16,4010,3150,860,1187.76,1112.63,75.13,11/7/2024
17,3940,3030,910,1190.18,1112.6,77.58,11/7/2024
18,3900,2960,940,1192.68,1112.62,80.06,11/7/2024
19,3960,2980,980,1195.06,1112.65,82.41,11/7/2024
20,3960,2950,1010,1197.33,1112.66,84.67,11/7/2024
21,3940,2900,1040,1199.55,1112.63,86.92,11/7/2024
22,3940,2900,1040,1199.82,1112.66,87.16,11/7/2024
23,3940,2890,1050,1199.88,1112.66,87.22,11/7/2024
24,3940,2900,1040,1199.85,1112.62,87.23,11/7/2024
,,,,,,,11/7/2024
AVG,3934,2935,998,1196.7,1112.62,84.08,11/7/2024
,,,,,,,11/7/2024
MAX,4010,3150,1080,1202.6,1112.71,89.91,11/7/2024
MIN,3750,2820,860,1187.67,1112.4,75.05,11/7/2024
1,3940,2900,1040,1199.73,1112.64,87.09,11/8/2024
2,3940,2900,1040,1199.58,1112.61,86.97,11/8/2024
3,3940,2900,1040,1199.41,1112.6,86.81,11/8/2024
4,3940,2900,1040,1199.24,1112.65,86.59,11/8/2024
5,3940,2900,1040,1199.11,1112.62,86.49,11/8/2024
6,3940,2880,1060,1200.95,1112.66,88.29,11/8/2024
7,3940,2860,1080,1202.83,1112.64,90.19,11/8/2024
8,3940,2870,1070,1202.03,1112.64,89.39,11/8/2024
9,3940,2880,1060,1201.22,1112.68,88.54,11/8/2024
10,3940,2890,1050,1200.37,1112.59,87.78,11/8/2024
11,3830,2820,1010,1197.74,1112.49,85.25,11/8/2024
12,3810,2840,970,1194.79,1112.49,82.3,11/8/2024
13,3720,2790,930,1191.7,1112.34,79.36,11/8/2024
14,3660,2780,880,1188.46,1112.32,76.14,11/8/2024
15,3680,2820,860,1187.78,1112.39,75.39,11/8/2024
16,3790,2920,870,1187.88,1112.41,75.47,11/8/2024
17,3810,2900,910,1190.2,1112.52,77.68,11/8/2024
18,3880,2940,940,1192.59,1112.6,79.99,11/8/2024
19,3940,2970,970,1194.8,1112.65,82.15,11/8/2024
20,3940,2930,1010,1196.91,1112.66,84.25,11/8/2024
21,3960,2920,1040,1198.94,1112.62,86.32,11/8/2024
22,3940,2900,1040,1199.01,1112.62,86.39,11/8/2024
23,3920,2880,1040,1198.92,1112.59,86.33,11/8/2024
24,3880,2850,1030,1198.81,1112.6,86.21,11/8/2024
,,,,,,,11/8/2024
AVG,3882,2881,1001,1196.79,1112.57,84.22,11/8/2024
,,,,,,,11/8/2024
MAX,3960,2970,1080,1202.83,1112.68,90.19,11/8/2024
MIN,3660,2780,860,1187.78,1112.32,75.39,11/8/2024
1,3880,2850,1030,1198.78,1112.59,86.19,11/9/2024
2,3900,2870,1030,1198.73,1112.58,86.15,11/9/2024
3,3880,2850,1030,1198.76,1112.57,86.19,11/9/2024
4,3880,2850,1030,1198.8,1112.54,86.26,11/9/2024
5,3900,2870,1030,1198.85,1112.58,86.27,11/9/2024
6,3900,2860,1040,1198.88,1112.63,86.25,11/9/2024
7,3790,2800,990,1196.17,1112.48,83.69,11/9/2024
8,3720,2750,970,1194.52,1112.42,82.1,11/9/2024
9,3870,2900,970,1194.61,1112.57,82.04,11/9/2024
10,3880,2910,970,1194.61,1112.57,82.04,11/9/2024
11,3870,2900,970,1194.6,1112.54,82.06,11/9/2024
12,3870,2900,970,1194.61,1112.53,82.08,11/9/2024
13,3870,2900,970,1194.6,1112.58,82.02,11/9/2024
14,3870,2900,970,1194.58,1112.57,82.01,11/9/2024
15,3870,2900,970,1194.55,1112.53,82.02,11/9/2024
16,3880,2910,970,1194.56,1112.63,81.93,11/9/2024
17,3940,2940,1000,1196.67,1112.64,84.03,11/9/2024
18,3990,2960,1030,1198.82,1112.71,86.11,11/9/2024
19,3900,2840,1060,1200.91,1112.59,88.32,11/9/2024
20,3870,2820,1050,1200.23,1112.57,87.66,11/9/2024
21,3870,2830,1040,1199.45,1112.6,86.85,11/9/2024
22,3830,2800,1030,1198.5,1112.5,86,11/9/2024
23,3870,2840,1030,1198.57,1112.53,86.04,11/9/2024
24,3870,2840,1030,1198.62,1112.59,86.03,11/9/2024
,,,,,,,11/9/2024
AVG,3874,2866,1008,1197.17,1112.57,84.6,11/9/2024
,,,,,,,11/9/2024
MAX,3990,2960,1060,1200.91,1112.71,88.32,11/9/2024
MIN,3720,2750,970,1194.52,1112.42,81.93,11/9/2024
1,3870,2840,1030,1198.64,1112.58,86.06,11/10/2024
2,3900,2870,1010,1198.67,1112.58,86.09,11/10/2024
3,3880,2850,1030,1198.69,1112.6,86.09,11/10/2024
4,3880,2850,1030,1198.7,1112.57,86.13,11/10/2024
5,3880,2850,1030,1198.71,1112.61,86.1,11/10/2024
6,3880,2890,990,1196.07,1112.59,83.48,11/10/2024
7,3750,2800,950,1192.98,1112.41,80.57,11/10/2024
8,3680,2760,920,1191.36,1112.34,79.02,11/10/2024
9,3660,2750,910,1190.31,1112.34,77.97,11/10/2024
10,3870,2960,910,1190.28,1112.6,77.68,11/10/2024
11,3880,2970,910,1190.28,1112.56,77.72,11/10/2024
12,3900,2990,910,1190.25,1112.58,77.67,11/10/2024
13,3900,2990,910,1190.24,1112.57,77.67,11/10/2024
14,3880,2970,910,1190.24,1112.59,77.65,11/10/2024
15,3900,2990,910,1190.22,1112.57,77.65,11/10/2024
16,3900,2990,910,1190.2,1112.57,77.63,11/10/2024
17,3870,2960,910,1190.22,1112.53,77.69,11/10/2024
18,3920,2980,940,1192.54,1112.63,79.91,11/10/2024
19,3970,3000,970,1194.87,1112.69,82.18,11/10/2024
20,3940,2930,1010,1197.1,1112.63,84.47,11/10/2024
21,3960,2920,1040,1199.24,1112.66,86.58,11/10/2024
22,3900,2860,1040,1199.41,1112.58,86.83,11/10/2024
23,3880,2840,1040,1199.37,1112.57,86.8,11/10/2024
24,3870,2830,1040,1199.11,1112.55,86.56,11/10/2024
,,,,,,,11/10/2024
AVG,3872,2902,969,1194.49,1112.56,81.93,11/10/2024
,,,,,,,11/10/2024
MAX,3970,3000,1040,1199.41,1112.69,86.83,11/10/2024
MIN,3660,2750,910,1190.2,1112.34,77.63,11/10/2024
1,3880,2850,1030,1198.87,1112.6,86.27,11/11/2024
2,3880,2850,1030,1198.68,1112.55,86.13,11/11/2024
3,3870,2840,1030,1198.55,1112.55,86,11/11/2024
4,3870,2850,1020,1198.47,1112.51,85.96,11/11/2024
5,3880,2860,1020,1198.43,1112.6,85.83,11/11/2024
6,3920,2870,1050,1200.26,1112.61,87.65,11/11/2024
7,4140,3100,1040,1199.34,1112.95,86.39,11/11/2024
8,4370,3350,1020,1198.15,1113.15,85,11/11/2024
9,4650,3440,1210,1196.72,1113.41,83.31,11/11/2024
10,4670,3340,1330,1195.21,1113.38,81.83,11/11/2024
11,4590,3260,1330,1194.73,1113.25,81.48,11/11/2024
12,4570,3340,1230,1194.24,1113.29,80.95,11/11/2024
13,4570,3350,1220,1193.74,1113.25,80.49,11/11/2024
14,4570,3360,1210,1193.24,1113.24,80,11/11/2024
15,4590,3390,1200,1192.73,1113.27,79.46,11/11/2024
16,4590,3400,1190,1192.22,1113.29,78.93,11/11/2024
17,4630,3410,1220,1193.85,1113.34,80.51,11/11/2024
18,4430,3190,1240,1195.59,1113.18,82.41,11/11/2024
19,4470,3200,1270,1197.25,1113.18,84.07,11/11/2024
20,4530,3230,1300,1198.78,1113.32,85.46,11/11/2024
21,4590,3260,1330,1200.18,1113.32,86.86,11/11/2024
22,4590,3240,1350,1201.46,1113.33,88.13,11/11/2024
23,4570,3230,1340,1200.95,1113.33,87.62,11/11/2024
24,4570,3240,1330,1200.27,1113.26,87.01,11/11/2024
,,,,,,,11/11/2024
AVG,4375,3185,1189,1197.16,1113.09,84.07,11/11/2024
,,,,,,,11/11/2024
MAX,4670,3440,1350,1201.46,1113.41,88.13,11/11/2024
MIN,3870,2840,1020,1192.22,1112.51,78.93,11/11/2024
1,4530,3210,1320,1199.59,1113.21,86.38,11/12/2024
2,4510,3200,1310,1198.92,1113.23,85.69,11/12/2024
3,4510,3220,1290,1198.26,1113.24,85.02,11/12/2024
4,4510,3230,1280,1197.57,1113.24,84.33,11/12/2024
5,4490,3220,1270,1196.94,1113.23,83.71,11/12/2024
6,4550,3260,1290,1198.2,1113.24,84.96,11/12/2024
7,4490,3230,1260,1196.77,1113.17,83.6,11/12/2024
8,4430,3190,1240,1195.4,1113.19,82.21,11/12/2024
9,4470,3250,1220,1193.94,1113.18,80.76,11/12/2024
10,4510,3270,1240,1195.24,1113.32,81.92,11/12/2024
