,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,Forebay Elevation,Tailwater Elevation,Average Head,Nav Lock Tailwater Elevation,Date,0
22363,3,102.4,13.7,88.1,437.99,345.03,92.96,345.87,2024-05-20,
22364,4,102.3,13.7,88.1,437.99,345.06,92.93,345.8,2024-05-20,
22365,5,100.0,13.7,85.8,438.11,344.51,93.6,345.33,2024-05-20,
22366,6,90.2,13.6,76.0,438.1,344.32,93.78,344.95,2024-05-20,
22367,7,89.9,13.6,75.9,438.04,344.19,93.85,344.98,2024-05-20,
22368,8,90.1,13.6,76.0,438.14,344.18,93.96,344.85,2024-05-20,
22369,9,90.0,13.5,76.0,438.1,344.17,93.93,344.88,2024-05-20,
22370,10,90.1,13.6,76.1,438.2,344.26,93.94,344.99,2024-05-20,
22371,11,90.4,13.7,76.2,438.22,344.19,94.03,345.01,2024-05-20,
22372,12,90.3,13.6,76.2,438.26,344.22,94.04,344.92,2024-05-20,
22373,13,88.9,12.1,76.3,438.27,344.7,93.57,344.92,2024-05-20,
22374,14,89.9,13.1,76.3,438.33,344.59,93.74,344.87,2024-05-20,
22375,15,90.1,13.2,76.4,438.33,344.7,93.63,344.96,2024-05-20,
22376,16,96.5,13.2,82.9,438.46,345.28,93.18,345.6,2024-05-20,
22377,17,102.7,13.1,87.6,438.45,345.56,92.89,345.82,2024-05-20,
22378,18,108.3,13.5,94.3,438.25,346.16,92.09,346.32,2024-05-20,
22379,19,92.3,13.7,78.1,437.12,344.74,92.38,345.03,2024-05-20,
22380,20,72.5,13.6,56.9,438.1,343.15,94.95,343.5,2024-05-20,
22381,21,75.9,13.2,62.2,437.97,344.07,93.9,344.35,2024-05-20,
22382,22,85.0,13.1,69.9,438.18,344.5,93.68,344.78,2024-05-20,
22383,23,83.8,13.1,70.1,438.32,344.14,94.18,344.4,2024-05-20,
22384,24,85.2,13.2,70.0,438.27,344.17,94.1,344.5,2024-05-20,
22385,,,,,,,,,2024-05-20,
22386,AVG,92.14,13.4,77.99,438.14,344.58,93.55,345.1,2024-05-20,
22387,,,,,,,,,2024-05-20,
22388,MAX,108.3,13.7,94.3,438.46,346.16,94.95,346.32,2024-05-20,
22389,MIN,72.5,12.1,56.9,437.12,343.15,92.09,343.5,2024-05-20,
22390,1,83.9,13.2,70.3,438.31,344.22,94.09,344.46,2024-05-21,
22391,2,83.8,13.2,70.2,438.16,344.15,94.01,344.47,2024-05-21,
22392,3,85.3,13.1,70.1,438.15,344.49,93.66,344.71,2024-05-21,
22393,4,83.6,13.1,70.0,438.12,344.07,94.05,344.37,2024-05-21,
22394,5,83.5,13.1,69.9,438.18,344.08,94.1,344.33,2024-05-21,
22395,6,83.6,13.2,69.9,438.05,344.05,94.0,344.35,2024-05-21,
22396,7,83.4,13.1,69.8,438.02,344.05,93.97,344.28,2024-05-21,
22397,8,82.3,12.0,69.7,437.99,343.58,94.41,344.13,2024-05-21,
22398,9,80.6,10.4,69.7,437.92,343.55,94.37,343.99,2024-05-21,
22399,10,82.1,10.5,69.6,437.96,343.49,94.47,343.95,2024-05-21,
22400,11,80.6,10.5,69.6,438.01,343.64,94.37,344.02,2024-05-21,
22401,12,80.6,10.5,69.6,437.92,343.56,94.36,344.1,2024-05-21,
22402,13,80.6,10.5,69.6,437.96,343.52,94.44,344.07,2024-05-21,
22403,14,80.6,10.5,69.7,437.91,343.58,94.33,344.06,2024-05-21,
22404,15,80.5,10.4,69.5,437.9,343.63,94.27,344.09,2024-05-21,
22405,16,82.0,10.5,69.5,437.86,343.64,94.22,344.15,2024-05-21,
22406,17,82.8,12.9,69.5,437.82,343.93,93.89,344.34,2024-05-21,
22407,18,85.5,15.6,69.5,437.82,343.91,93.91,344.49,2024-05-21,
22408,19,84.9,13.6,69.3,437.82,343.44,94.38,344.08,2024-05-21,
22409,20,76.8,13.4,63.0,437.82,343.49,94.33,343.64,2024-05-21,
22410,21,76.6,13.1,63.0,437.83,343.42,94.41,343.72,2024-05-21,
22411,22,76.7,13.1,63.0,437.88,343.46,94.42,343.75,2024-05-21,
22412,23,76.7,13.1,63.1,437.89,343.57,94.32,343.8,2024-05-21,
22413,24,76.8,13.2,63.1,437.93,343.55,94.38,343.76,2024-05-21,
22414,,,,,,,,,2024-05-21,
22415,AVG,81.41,12.33,68.34,437.97,343.75,94.22,344.13,2024-05-21,
22416,,,,,,,,,2024-05-21,
22417,MAX,85.5,15.6,70.3,438.31,344.49,94.47,344.71,2024-05-21,
22418,MIN,76.6,10.4,63.0,437.82,343.42,93.66,343.64,2024-05-21,
22419,1,76.8,13.1,63.2,437.95,343.47,94.48,343.76,2024-05-22,
22420,2,77.0,13.3,63.2,437.98,343.45,94.53,343.85,2024-05-22,
22421,3,77.0,13.4,63.1,437.99,343.51,94.48,343.84,2024-05-22,
22422,4,77.2,13.6,63.1,438.12,343.6,94.52,343.76,2024-05-22,
22423,5,77.6,13.7,63.5,437.96,343.9,94.06,344.01,2024-05-22,
22424,6,82.1,11.6,70.1,438.09,343.74,94.35,344.2,2024-05-22,
22425,7,81.0,10.3,70.2,438.03,343.74,94.29,344.31,2024-05-22,
22426,8,81.0,10.3,70.2,438.09,343.76,94.33,344.35,2024-05-22,
22427,9,81.0,10.2,70.3,438.07,343.72,94.35,344.14,2024-05-22,
22428,10,81.0,10.3,70.2,438.03,343.77,94.26,344.2,2024-05-22,
22429,11,82.5,10.3,70.2,438.16,343.97,94.19,344.38,2024-05-22,
22430,12,81.1,10.3,70.3,438.17,343.69,94.48,344.25,2024-05-22,
22431,13,81.1,10.4,70.2,438.15,343.68,94.47,344.22,2024-05-22,
22432,14,81.0,10.4,70.1,438.19,343.71,94.48,344.22,2024-05-22,
22433,15,81.0,10.3,70.2,438.12,343.62,94.5,344.16,2024-05-22,
22434,16,82.6,10.4,70.2,438.14,343.57,94.57,344.19,2024-05-22,
22435,17,81.2,10.4,70.3,438.13,343.53,94.6,344.08,2024-05-22,
22436,18,62.3,10.2,51.5,438.27,341.86,96.41,342.6,2024-05-22,
22437,19,62.5,10.2,50.3,438.06,341.75,96.31,342.61,2024-05-22,
22438,20,63.2,10.1,51.1,437.84,342.28,95.56,343.13,2024-05-22,
22439,21,77.4,10.2,66.7,438.13,343.76,94.37,344.32,2024-05-22,
22440,22,90.6,10.4,79.7,438.15,344.24,93.91,344.67,2024-05-22,
22441,23,90.8,10.4,79.8,438.09,344.25,93.84,344.69,2024-05-22,
22442,24,90.6,10.4,79.8,438.13,344.65,93.48,345.18,2024-05-22,
22443,,,,,,,,,2024-05-22,
22444,AVG,79.15,11.01,67.4,438.08,343.55,94.53,344.05,2024-05-22,
22445,,,,,,,,,2024-05-22,
22446,MAX,90.8,13.7,79.8,438.27,344.65,96.41,345.18,2024-05-22,
22447,MIN,62.3,10.1,50.3,437.84,341.75,93.48,342.6,2024-05-22,
22448,1,90.7,10.4,79.8,438.08,344.26,93.82,344.66,2024-05-23,
22449,2,92.3,10.4,79.9,438.06,344.12,93.94,344.76,2024-05-23,
22450,3,90.8,10.5,79.8,437.91,344.37,93.54,344.94,2024-05-23,
22451,4,90.8,10.5,79.8,437.9,344.19,93.71,344.79,2024-05-23,
22452,5,92.2,10.4,79.8,437.89,344.09,93.8,344.63,2024-05-23,
22453,6,79.9,10.4,69.0,437.83,343.4,94.43,343.93,2024-05-23,
22454,7,79.8,10.4,68.9,437.85,343.31,94.54,343.87,2024-05-23,
22455,8,79.7,10.3,68.9,437.79,343.33,94.46,343.89,2024-05-23,
22456,9,79.8,10.4,68.9,437.8,343.39,94.41,343.93,2024-05-23,
22457,10,79.7,10.4,68.8,437.73,343.38,94.35,343.87,2024-05-23,
22458,11,79.6,10.3,68.8,437.78,343.37,94.41,343.94,2024-05-23,
22459,12,79.7,10.4,68.8,437.73,343.42,94.31,343.87,2024-05-23,
22460,13,81.2,10.4,68.8,437.76,343.38,94.38,344.03,2024-05-23,
22461,14,79.6,10.4,68.8,437.73,343.45,94.28,343.97,2024-05-23,
22462,15,79.6,10.4,68.7,437.71,343.4,94.31,343.99,2024-05-23,
22463,16,84.2,15.0,68.7,437.71,343.48,94.23,344.12,2024-05-23,
22464,17,85.2,14.5,68.7,437.72,343.48,94.24,344.17,2024-05-23,
22465,18,80.0,13.0,66.5,437.67,343.18,94.49,343.83,2024-05-23,
22466,19,78.6,12.9,65.2,437.73,343.19,94.54,343.89,2024-05-23,
22467,20,78.7,12.9,65.3,437.78,343.08,94.7,343.87,2024-05-23,
22468,21,80.2,12.9,65.3,437.82,343.09,94.73,343.94,2024-05-23,
22469,22,80.3,12.9,65.4,437.86,343.15,94.71,343.77,2024-05-23,
22470,23,78.5,12.9,65.1,437.94,342.99,94.95,343.79,2024-05-23,
22471,24,78.5,12.8,65.2,437.98,343.02,94.96,343.84,2024-05-23,
22472,,,,,,,,,2024-05-23,
22473,AVG,82.48,11.49,70.12,437.82,343.48,94.34,344.1,2024-05-23,
22474,,,,,,,,,2024-05-23,
22475,MAX,92.3,15.0,79.9,438.08,344.37,94.96,344.94,2024-05-23,
22476,MIN,78.5,10.3,65.1,437.67,342.99,93.54,343.77,2024-05-23,
22477,1,78.3,12.8,65.0,438.05,343.13,94.92,343.79,2024-05-24,
22478,2,78.2,12.8,65.0,438.05,343.07,94.98,343.81,2024-05-24,
22479,3,78.3,12.8,65.0,438.07,343.11,94.96,343.85,2024-05-24,
22480,4,78.4,12.8,65.1,438.19,343.12,95.07,343.85,2024-05-24,
22481,5,78.4,12.8,65.1,438.22,343.12,95.1,343.8,2024-05-24,
22482,6,78.4,12.8,65.1,438.21,343.18,95.03,343.84,2024-05-24,
22483,7,79.4,12.8,64.6,438.18,343.0,95.18,343.81,2024-05-24,
22484,8,73.3,12.8,60.0,438.27,342.81,95.46,343.52,2024-05-24,
22485,9,73.3,12.8,60.0,438.22,342.81,95.41,343.5,2024-05-24,
22486,10,73.3,12.8,60.0,438.3,342.77,95.53,343.58,2024-05-24,
22487,11,73.4,12.7,60.1,438.31,342.76,95.55,343.55,2024-05-24,
22488,12,73.3,12.7,60.1,438.31,342.82,95.49,343.54,2024-05-24,
22489,13,75.0,12.7,61.8,438.29,343.06,95.23,343.84,2024-05-24,
22490,14,78.1,12.7,64.9,438.22,343.16,95.06,343.87,2024-05-24,
22491,15,78.3,12.8,65.1,438.23,343.18,95.05,343.88,2024-05-24,
22492,16,78.0,12.9,64.7,438.17,343.09,95.08,343.71,2024-05-24,
22493,17,73.2,12.8,59.9,438.16,342.82,95.34,343.55,2024-05-24,
22494,18,69.4,12.7,56.2,438.26,342.48,95.78,343.32,2024-05-24,
22495,19,66.5,12.8,51.7,438.11,342.01,96.1,342.62,2024-05-24,
22496,20,57.4,12.6,44.3,438.12,341.75,96.37,342.42,2024-05-24,
22497,21,67.1,12.7,53.9,438.41,342.86,95.55,343.59,2024-05-24,
22498,22,77.3,12.7,64.1,438.28,343.09,95.19,343.87,2024-05-24,
22499,23,78.8,12.8,64.0,438.13,343.07,95.06,343.86,2024-05-24,
22500,24,77.2,12.8,63.9,438.14,343.1,95.04,343.74,2024-05-24,
22501,,,,,,,,,2024-05-24,
22502,AVG,74.68,12.77,61.23,438.2,342.89,95.31,343.61,2024-05-24,
22503,,,,,,,,,2024-05-24,
22504,MAX,79.4,12.9,65.1,438.41,343.18,96.37,343.88,2024-05-24,
22505,MIN,57.4,12.6,44.3,438.05,341.75,94.92,342.42,2024-05-24,
22506,1,77.3,12.8,63.9,438.11,343.08,95.03,343.85,2024-05-25,
22507,2,77.1,12.8,63.8,437.93,343.1,94.83,343.88,2024-05-25,
22508,3,77.2,12.8,63.8,437.94,343.06,94.88,343.75,2024-05-25,
22509,4,78.5,12.8,63.7,437.84,343.07,94.77,343.82,2024-05-25,
22510,5,77.2,12.9,63.9,437.83,343.15,94.68,343.82,2024-05-25,
22511,6,77.2,12.9,63.8,437.79,343.07,94.72,343.79,2024-05-25,
22512,7,77.0,12.8,63.7,437.69,343.08,94.61,343.81,2024-05-25,
22513,8,78.6,12.8,63.8,437.72,343.18,94.54,343.87,2024-05-25,
22514,9,77.3,12.8,63.9,437.62,343.07,94.55,343.86,2024-05-25,
22515,10,77.1,12.9,63.7,437.6,343.32,94.28,343.89,2024-05-25,
22516,11,78.9,12.8,64.0,437.59,343.15,94.44,343.82,2024-05-25,
22517,12,77.3,12.8,64.0,437.53,343.16,94.37,343.86,2024-05-25,
22518,13,77.3,12.9,63.9,437.49,343.17,94.32,343.86,2024-05-25,
22519,14,71.4,12.8,58.1,437.55,342.64,94.91,343.37,2024-05-25,
22520,15,70.0,12.7,56.8,437.49,342.66,94.83,343.32,2024-05-25,
22521,16,70.1,12.8,56.8,437.55,342.63,94.92,343.4,2024-05-25,
22522,17,70.2,12.8,56.9,437.64,342.64,95.0,343.37,2024-05-25,
22523,18,70.3,12.9,56.9,437.57,342.71,94.86,343.38,2024-05-25,
22524,19,70.5,12.9,57.1,437.63,342.66,94.97,343.26,2024-05-25,
22525,20,72.0,12.8,57.2,437.69,342.59,95.1,343.29,2024-05-25,
22526,21,70.6,12.8,57.3,437.7,342.56,95.14,343.28,2024-05-25,
22527,22,70.5,12.8,57.2,437.73,342.54,95.19,343.22,2024-05-25,
22528,23,70.4,12.8,57.1,437.78,342.4,95.38,343.12,2024-05-25,
22529,24,70.3,12.8,57.0,437.79,342.49,95.3,343.08,2024-05-25,
22530,,,,,,,,,2024-05-25,
22531,AVG,74.35,12.82,60.76,437.7,342.88,94.82,343.58,2024-05-25,
22532,,,,,,,,,2024-05-25,
22533,MAX,78.9,12.9,64.0,438.11,343.32,95.38,343.89,2024-05-25,
22534,MIN,70.0,12.7,56.8,437.49,342.4,94.28,343.08,2024-05-25,
22535,1,70.4,12.8,57.1,437.88,342.43,95.45,343.11,2024-05-26,
22536,2,70.4,12.8,57.1,437.83,342.44,95.39,343.2,2024-05-26,
22537,3,70.5,12.8,57.2,437.84,342.4,95.44,343.09,2024-05-26,
22538,4,70.4,12.7,57.2,437.88,342.35,95.53,343.08,2024-05-26,
22539,5,71.8,12.7,57.1,437.91,342.83,95.08,343.58,2024-05-26,
22540,6,70.4,12.7,57.1,437.91,342.34,95.57,343.0,2024-05-26,
22541,7,70.3,12.7,57.1,437.96,342.33,95.63,343.01,2024-05-26,
22542,8,70.2,12.7,57.1,437.97,342.32,95.65,343.04,2024-05-26,
22543,9,70.3,12.8,57.1,437.95,342.34,95.61,343.13,2024-05-26,
22544,10,70.3,12.8,57.1,437.99,342.3,95.69,343.1,2024-05-26,
22545,11,70.3,12.8,57.1,437.98,342.45,95.53,342.96,2024-05-26,
22546,12,68.7,12.8,55.5,438.06,342.02,96.04,342.9,2024-05-26,
22547,13,66.2,12.6,53.1,438.1,342.05,96.05,342.83,2024-05-26,
22548,14,66.3,12.7,53.2,438.27,341.89,96.38,342.83,2024-05-26,
22549,15,66.6,12.7,53.4,438.29,341.96,96.33,342.78,2024-05-26,
22550,16,66.6,12.7,53.4,438.44,342.07,96.37,343.09,2024-05-26,
22551,17,79.3,12.7,64.5,438.52,342.9,95.62,343.6,2024-05-26,
22552,18,78.1,12.8,64.9,438.34,342.99,95.35,343.73,2024-05-26,
22553,19,78.0,12.9,64.7,438.01,342.9,95.11,343.6,2024-05-26,
22554,20,78.1,12.8,64.8,437.77,342.86,94.91,343.52,2024-05-26,
22555,21,60.2,12.7,47.0,438.02,341.48,96.54,342.19,2024-05-26,
22556,22,59.6,12.6,45.0,438.02,341.94,96.08,342.48,2024-05-26,
22557,23,74.7,12.7,61.5,437.98,342.63,95.35,343.4,2024-05-26,
22558,24,75.3,12.8,62.0,438.13,342.69,95.44,343.45,2024-05-26,
22559,,,,,,,,,2024-05-26,
22560,AVG,70.54,12.74,57.14,438.04,342.37,95.67,343.11,2024-05-26,
22561,,,,,,,,,2024-05-26,
22562,MAX,79.3,12.9,64.9,438.52,342.99,96.54,343.73,2024-05-26,
22563,MIN,59.6,12.6,45.0,437.77,341.48,94.91,342.19,2024-05-26,
22564,1,76.6,12.8,61.8,438.05,343.21,94.84,343.75,2024-05-27,
22565,2,75.2,12.8,61.8,438.17,342.65,95.52,343.44,2024-05-27,
22566,3,76.7,12.8,61.8,438.08,342.77,95.31,343.43,2024-05-27,
22567,4,75.2,12.9,61.9,438.04,342.78,95.26,343.43,2024-05-27,
22568,5,75.5,12.9,62.1,438.03,342.75,95.28,343.5,2024-05-27,
22569,6,66.9,12.8,53.6,438.0,342.02,95.98,342.77,2024-05-27,
22570,7,66.0,12.7,52.9,437.99,342.19,95.8,343.08,2024-05-27,
22571,8,67.8,12.8,53.1,437.99,341.99,96.0,342.8,2024-05-27,
22572,9,66.4,12.8,53.1,437.98,341.96,96.02,342.77,2024-05-27,
22573,10,66.4,12.8,53.1,437.85,342.03,95.82,342.86,2024-05-27,
22574,11,67.8,12.8,53.0,437.88,341.91,95.97,342.88,2024-05-27,
22575,12,66.2,12.7,53.0,437.92,342.02,95.9,342.81,2024-05-27,
22576,13,67.6,12.7,52.9,437.93,342.05,95.88,342.87,2024-05-27,
22577,14,66.1,12.7,53.0,437.91,342.04,95.87,343.05,2024-05-27,
22578,15,69.7,12.7,56.4,437.98,342.53,95.45,343.21,2024-05-27,
22579,16,70.4,12.8,57.1,438.01,342.51,95.5,343.15,2024-05-27,
22580,17,70.3,12.8,57.0,438.0,342.51,95.49,343.25,2024-05-27,
22581,18,70.3,12.8,57.1,438.09,342.5,95.59,343.21,2024-05-27,
22582,19,66.3,12.8,53.0,437.97,342.12,95.85,342.9,2024-05-27,
22583,20,66.1,12.7,52.9,438.03,342.16,95.87,342.9,2024-05-27,
22584,21,66.1,12.6,53.0,438.06,342.05,96.01,343.0,2024-05-27,
22585,22,66.1,12.6,53.0,438.02,342.06,95.96,342.99,2024-05-27,
22586,23,66.1,12.6,52.9,438.01,342.11,95.9,342.92,2024-05-27,
22587,24,66.1,12.6,52.9,438.0,342.14,95.86,342.85,2024-05-27,
22588,,,,,,,,,2024-05-27,
22589,AVG,69.08,12.75,55.52,438.0,342.29,95.71,343.08,2024-05-27,
22590,,,,,,,,,2024-05-27,
22591,MAX,76.7,12.9,62.1,438.17,343.21,96.02,343.75,2024-05-27,
22592,MIN,66.0,12.6,52.9,437.85,341.91,94.84,342.77,2024-05-27,
22593,1,66.1,12.7,52.9,437.93,342.1,95.83,343.01,2024-05-28,
22594,2,66.1,12.7,52.9,437.96,342.09,95.87,342.86,2024-05-28,
22595,3,66.1,12.8,52.9,437.92,342.19,95.73,342.98,2024-05-28,
22596,4,66.1,12.7,52.9,437.94,342.18,95.76,343.04,2024-05-28,
22597,5,66.0,12.7,52.9,437.95,342.15,95.8,343.11,2024-05-28,
22598,6,63.3,12.7,50.1,437.96,341.8,96.16,342.74,2024-05-28,
22599,7,63.3,12.6,50.1,437.98,341.96,96.02,342.97,2024-05-28,
22600,8,63.3,12.7,50.1,437.94,341.93,96.01,342.96,2024-05-28,
22601,9,63.3,12.7,50.0,437.93,342.14,95.79,342.85,2024-05-28,
22602,10,63.3,12.7,50.0,437.88,342.17,95.71,342.85,2024-05-28,
22603,11,64.7,12.7,49.9,437.86,342.46,95.4,343.15,2024-05-28,
22604,12,64.6,12.7,49.9,438.01,342.24,95.77,342.94,2024-05-28,
22605,13,63.2,12.8,49.9,437.99,342.19,95.8,342.82,2024-05-28,
22606,14,63.2,12.7,50.0,438.08,342.25,95.83,342.86,2024-05-28,
22607,15,63.2,12.7,50.0,438.09,342.24,95.85,342.83,2024-05-28,
22608,16,63.2,12.7,49.9,438.11,342.19,95.92,342.87,2024-05-28,
22609,17,63.4,12.7,50.2,438.17,342.31,95.86,343.06,2024-05-28,
22610,18,68.2,12.7,55.0,438.15,342.59,95.56,343.41,2024-05-28,
22611,19,69.7,12.7,55.0,438.25,342.39,95.86,343.19,2024-05-28,
22612,20,68.4,12.7,55.3,438.01,342.43,95.58,343.31,2024-05-28,
22613,21,68.2,12.7,55.0,438.32,342.39,95.93,343.27,2024-05-28,
22614,22,68.1,12.8,54.8,438.21,342.3,95.91,343.27,2024-05-28,
22615,23,68.2,12.7,55.0,438.11,342.39,95.72,343.26,2024-05-28,
22616,24,69.6,12.7,54.9,438.16,342.54,95.62,343.33,2024-05-28,
22617,,,,,,,,,2024-05-28,
22618,AVG,65.53,12.71,52.07,438.04,342.23,95.8,343.04,2024-05-28,
22619,,,,,,,,,2024-05-28,
22620,MAX,69.7,12.8,55.3,438.32,342.59,96.16,343.41,2024-05-28,
22621,MIN,63.2,12.6,49.9,437.86,341.8,95.4,342.74,2024-05-28,
22622,1,68.3,12.7,55.0,438.1,342.41,95.69,343.25,2024-05-29,
22623,2,68.2,12.8,54.9,438.03,342.39,95.64,343.14,2024-05-29,
22624,3,68.2,12.7,55.0,438.07,342.31,95.76,343.32,2024-05-29,
22625,4,68.3,12.7,55.0,437.98,342.33,95.65,343.13,2024-05-29,
22626,5,68.1,12.7,54.9,438.01,342.34,95.67,343.26,2024-05-29,
22627,6,68.2,12.7,54.9,437.95,342.35,95.6,343.12,2024-05-29,
22628,7,69.6,12.7,54.9,437.99,342.48,95.51,343.31,2024-05-29,
22629,8,68.1,12.7,54.9,437.84,342.34,95.5,343.18,2024-05-29,
22630,9,68.0,12.7,54.8,437.93,342.82,95.11,343.53,2024-05-29,
22631,10,68.1,12.7,54.8,437.9,342.78,95.12,343.44,2024-05-29,
22632,11,68.0,12.8,54.7,437.84,342.39,95.45,343.24,2024-05-29,
22633,12,67.9,12.7,54.7,437.88,342.32,95.56,343.21,2024-05-29,
22634,13,67.9,12.7,54.6,437.82,342.34,95.48,343.26,2024-05-29,
22635,14,67.8,12.7,54.6,437.83,342.34,95.49,343.22,2024-05-29,
22636,15,67.8,12.7,54.6,437.77,342.57,95.2,343.41,2024-05-29,
22637,16,69.3,12.8,54.5,437.77,342.41,95.36,343.27,2024-05-29,
22638,17,69.3,12.7,54.5,437.76,342.48,95.28,343.26,2024-05-29,
22639,18,68.4,12.8,55.1,437.74,342.82,94.92,343.51,2024-05-29,
22640,19,79.3,12.9,65.9,438.01,343.36,94.65,344.0,2024-05-29,
22641,20,79.4,12.8,66.1,437.98,343.34,94.64,344.01,2024-05-29,
22642,21,79.5,13.0,66.1,438.02,343.32,94.7,344.01,2024-05-29,
22643,22,81.1,12.9,66.2,438.06,343.37,94.69,344.03,2024-05-29,
22644,23,79.5,12.9,66.1,438.07,343.35,94.72,343.99,2024-05-29,
22645,24,79.5,12.9,66.1,438.12,343.33,94.79,343.96,2024-05-29,
22646,,,,,,,,,2024-05-29,
22647,AVG,71.16,12.77,57.62,437.94,342.68,95.26,343.46,2024-05-29,
22648,,,,,,,,,2024-05-29,
22649,MAX,81.1,13.0,66.2,438.12,343.37,95.76,344.03,2024-05-29,
22650,MIN,67.8,12.7,54.5,437.74,342.31,94.64,343.12,2024-05-29,
22651,1,79.5,12.8,66.2,438.21,343.25,94.96,343.9,2024-05-30,
22652,2,79.4,12.8,66.1,438.24,343.36,94.88,343.89,2024-05-30,
22653,3,80.3,12.8,67.0,438.17,343.84,94.33,344.43,2024-05-30,
22654,4,92.3,12.9,78.9,438.04,344.24,93.8,344.87,2024-05-30,
22655,5,94.1,13.1,79.0,437.99,344.31,93.68,345.0,2024-05-30,
22656,6,92.4,13.0,78.9,437.88,344.26,93.62,345.01,2024-05-30,
22657,7,92.3,12.9,78.9,437.97,344.24,93.73,344.92,2024-05-30,
22658,8,92.5,13.1,79.0,437.98,344.3,93.68,344.94,2024-05-30,
22659,9,92.5,13.0,79.0,438.02,344.29,93.73,344.94,2024-05-30,
22660,10,92.5,13.0,79.0,438.08,344.27,93.81,344.94,2024-05-30,
22661,11,94.0,13.0,79.0,438.12,344.26,93.86,344.89,2024-05-30,
22662,12,94.1,13.0,79.0,438.17,344.36,93.81,344.92,2024-05-30,
22663,13,92.7,13.0,79.2,438.36,344.4,93.96,345.01,2024-05-30,
22664,14,92.8,13.0,79.3,438.36,344.31,94.05,344.97,2024-05-30,
22665,15,92.9,13.1,79.4,438.47,344.35,94.12,344.97,2024-05-30,
22666,16,93.0,13.0,79.5,438.5,344.37,94.13,344.99,2024-05-30,
22667,17,85.6,13.0,72.0,438.32,343.19,95.13,343.83,2024-05-30,
22668,18,76.5,12.8,61.7,438.36,343.05,95.31,343.81,2024-05-30,
22669,19,81.5,12.9,68.2,438.27,343.65,94.62,344.16,2024-05-30,
22670,20,89.4,12.9,76.0,437.89,344.58,93.31,345.06,2024-05-30,
22671,21,98.5,13.0,85.0,438.12,344.79,93.33,345.41,2024-05-30,
22672,22,94.4,13.0,79.3,437.98,344.3,93.68,344.89,2024-05-30,
22673,23,88.8,13.0,75.3,438.06,344.04,94.02,344.74,2024-05-30,
22674,24,88.3,12.9,74.9,437.96,343.98,93.98,344.67,2024-05-30,
22675,,,,,,,,,2024-05-30,
22676,AVG,89.6,12.96,75.83,438.15,344.08,94.06,344.72,2024-05-30,
22677,,,,,,,,,2024-05-30,
22678,MAX,98.5,13.1,85.0,438.5,344.79,95.31,345.41,2024-05-30,
22679,MIN,76.5,12.8,61.7,437.88,343.05,93.31,343.81,2024-05-30,
22680,1,88.3,13.0,74.8,438.03,344.04,93.99,344.67,2024-05-31,
22681,2,88.4,13.0,74.9,438.02,344.03,93.99,344.72,2024-05-31,
22682,3,88.4,13.0,74.9,438.0,344.12,93.88,344.74,2024-05-31,
22683,4,88.6,13.1,75.0,438.02,344.04,93.98,344.71,2024-05-31,
22684,5,90.0,13.0,75.0,437.93,344.08,93.85,344.73,2024-05-31,
22685,6,88.4,13.0,74.9,437.87,344.07,93.8,344.7,2024-05-31,
22686,7,88.4,13.0,74.9,437.88,343.94,93.94,344.7,2024-05-31,
22687,8,88.3,13.0,74.8,437.92,344.03,93.89,344.71,2024-05-31,
22688,9,88.4,13.0,74.9,437.87,344.05,93.82,344.78,2024-05-31,
22689,10,89.9,13.0,74.9,437.91,344.02,93.89,344.74,2024-05-31,
22690,11,88.3,13.0,74.9,437.87,344.05,93.82,344.7,2024-05-31,
22691,12,88.3,13.0,74.8,437.84,343.99,93.85,344.78,2024-05-31,
22692,13,88.1,12.9,74.7,437.83,344.01,93.82,344.64,2024-05-31,
22693,14,88.2,13.0,74.7,437.78,344.06,93.72,344.65,2024-05-31,
22694,15,88.1,13.0,74.6,437.77,344.04,93.73,344.59,2024-05-31,
22695,16,88.0,13.0,74.5,437.76,343.91,93.85,344.62,2024-05-31,
22696,17,84.4,13.0,71.0,437.71,343.76,93.95,344.43,2024-05-31,
22697,18,84.5,13.1,70.9,437.69,343.74,93.95,344.42,2024-05-31,
22698,19,84.5,13.1,70.9,437.71,343.76,93.95,344.41,2024-05-31,
22699,20,84.4,13.0,70.9,437.69,343.76,93.93,344.43,2024-05-31,
22700,21,84.3,12.9,70.9,437.7,343.77,93.93,344.41,2024-05-31,
22701,22,84.3,12.8,70.9,437.7,343.74,93.96,344.34,2024-05-31,
22702,23,84.3,12.9,70.9,437.65,343.83,93.82,344.38,2024-05-31,
22703,24,84.3,12.9,70.9,437.75,343.83,93.92,344.32,2024-05-31,
22704,,,,,,,,,2024-05-31,
22705,AVG,87.13,12.99,73.52,437.83,343.94,93.88,344.6,2024-05-31,
22706,,,,,,,,,2024-05-31,
22707,MAX,90.0,13.1,75.0,438.03,344.12,93.99,344.78,2024-05-31,
22708,MIN,84.3,12.8,70.9,437.65,343.74,93.72,344.32,2024-05-31,
22709,1,84.4,12.9,71.0,437.6,343.75,93.85,344.43,2024-06-01,
22710,2,84.4,13.0,70.9,437.67,343.74,93.93,344.42,2024-06-01,
22711,3,84.4,13.0,70.9,437.56,344.1,93.46,344.71,2024-06-01,
22712,4,84.7,13.0,69.8,437.67,343.32,94.35,343.92,2024-06-01,
