,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,PH 1 Forebay Elevation,Tailwater Elevation,Average Head,Project Forebay Elevation,Stevenson Gage Elevation,Project Tailwater Elevation,Date
23134,22,237.7,75.0,150.3,73.5,19.0,54.5,73.2,74.8,19.0,2024-06-12
23135,23,237.0,73.9,150.7,73.8,18.9,54.9,73.5,75.0,18.9,2024-06-12
23136,24,236.8,73.2,151.2,73.7,18.8,54.9,73.5,75.0,18.9,2024-06-12
23137,,,,,,,,,,,2024-06-12
23138,AVG,234.34,73.03,148.9,72.87,18.84,54.03,72.61,74.23,18.82,2024-06-12
23139,,,,,,,,,,,2024-06-12
23140,MAX,242.3,81.1,151.2,73.8,19.1,54.9,73.5,75.0,19.1,2024-06-12
23141,MIN,226.2,66.1,147.4,72.3,18.4,53.4,72.0,73.8,18.4,2024-06-12
23142,1,236.5,73.1,151.0,73.7,18.9,54.8,73.5,75.0,18.8,2024-06-13
23143,2,236.5,73.1,151.0,73.7,18.8,54.9,73.5,75.0,18.9,2024-06-13
23144,3,236.5,73.0,151.1,73.8,18.9,54.9,73.6,75.0,18.8,2024-06-13
23145,4,236.6,73.1,151.1,73.8,18.9,54.9,73.6,75.0,18.8,2024-06-13
23146,5,236.4,72.9,151.1,73.8,18.9,54.9,73.6,75.0,18.9,2024-06-13
23147,6,237.3,73.9,151.0,73.7,19.0,54.7,73.4,75.0,19.0,2024-06-13
23148,7,250.5,87.6,150.5,73.2,19.7,53.5,73.1,74.9,19.7,2024-06-13
23149,8,251.7,88.8,150.5,73.6,19.6,54.0,73.2,75.0,19.6,2024-06-13
23150,9,251.7,88.8,150.5,73.6,19.6,54.0,73.2,75.0,19.5,2024-06-13
23151,10,253.8,91.1,150.3,73.4,19.8,53.6,73.1,74.9,19.8,2024-06-13
23152,11,255.5,92.9,150.2,73.3,19.9,53.4,73.1,74.9,19.8,2024-06-13
23153,12,255.3,92.9,150.0,73.2,20.0,53.2,72.9,74.8,19.9,2024-06-13
23154,13,254.9,92.8,149.7,73.0,19.9,53.1,72.7,74.6,19.8,2024-06-13
23155,14,254.8,92.9,149.5,72.8,20.0,52.8,72.6,74.5,19.9,2024-06-13
23156,15,254.6,93.0,149.2,72.6,19.9,52.7,72.4,74.3,19.9,2024-06-13
23157,16,254.3,93.0,148.9,72.5,19.9,52.6,72.2,74.2,19.9,2024-06-13
23158,17,254.0,92.9,148.7,72.4,19.9,52.5,72.2,74.1,19.8,2024-06-13
23159,18,253.8,92.9,148.5,72.5,19.9,52.6,72.2,74.0,19.8,2024-06-13
23160,19,254.4,93.3,148.7,72.5,19.9,52.6,72.2,74.1,19.8,2024-06-13
23161,20,252.9,91.6,148.9,72.5,19.9,52.6,72.2,74.2,19.9,2024-06-13
23162,21,250.6,89.2,149.0,73.0,19.7,53.3,72.6,74.2,19.6,2024-06-13
23163,22,236.2,74.3,149.5,73.3,19.0,54.3,72.8,74.3,19.0,2024-06-13
23164,23,218.2,55.9,149.9,73.5,18.4,55.1,73.2,74.4,18.3,2024-06-13
23165,24,201.1,38.1,150.6,73.6,17.9,55.7,73.4,74.6,17.9,2024-06-13
23166,,,,,,,,,,,2024-06-13
23167,AVG,244.92,82.55,149.97,73.21,19.43,53.78,72.94,74.62,19.38,2024-06-13
23168,,,,,,,,,,,2024-06-13
23169,MAX,255.5,93.3,151.1,73.8,20.0,55.7,73.6,75.0,19.9,2024-06-13
23170,MIN,201.1,38.1,148.5,72.4,17.9,52.5,72.2,74.0,17.9,2024-06-13
23171,1,201.2,38.0,150.8,73.4,17.8,55.6,73.2,74.5,17.8,2024-06-14
23172,2,200.7,37.9,150.4,73.2,17.7,55.5,73.0,74.3,17.6,2024-06-14
23173,3,200.5,37.8,150.3,73.2,17.6,55.6,73.0,74.6,17.6,2024-06-14
23174,4,200.6,37.9,150.3,73.3,17.5,55.8,73.1,74.3,17.5,2024-06-14
23175,5,200.7,37.9,150.4,73.2,17.4,55.8,73.0,74.3,17.4,2024-06-14
23176,6,201.2,38.7,150.1,73.1,17.5,55.6,72.7,74.2,17.5,2024-06-14
23177,7,201.7,39.6,149.7,73.1,17.5,55.6,72.7,74.1,17.4,2024-06-14
23178,8,201.8,39.7,149.7,73.0,17.4,55.6,72.6,74.1,17.4,2024-06-14
23179,9,201.8,39.8,149.6,73.0,17.2,55.8,72.7,74.1,17.2,2024-06-14
23180,10,200.7,38.7,149.6,73.0,17.1,55.9,72.6,74.0,17.1,2024-06-14
23181,11,201.2,39.3,149.5,72.9,17.1,55.8,72.6,74.0,17.1,2024-06-14
23182,12,201.5,39.7,149.4,72.9,17.1,55.8,72.5,74.0,17.1,2024-06-14
23183,13,201.6,39.9,149.3,72.8,17.0,55.8,72.4,73.9,17.0,2024-06-14
23184,14,214.8,53.4,149.0,72.6,17.8,54.8,72.3,73.9,17.6,2024-06-14
23185,15,218.7,57.3,149.0,72.6,17.7,54.9,72.2,73.8,17.6,2024-06-14
23186,16,218.9,57.6,148.9,72.6,17.7,54.9,72.2,73.8,17.6,2024-06-14
23187,17,218.8,57.5,148.9,72.5,17.8,54.7,72.2,73.8,17.7,2024-06-14
23188,18,232.2,71.3,148.5,72.3,18.4,53.9,71.9,73.7,18.4,2024-06-14
23189,19,235.7,74.9,148.4,72.5,18.5,54.0,72.1,73.9,18.4,2024-06-14
23190,20,235.7,74.4,148.9,72.4,18.5,53.9,72.3,74.0,18.4,2024-06-14
23191,21,236.0,74.4,149.2,72.8,18.7,54.1,72.4,74.2,18.6,2024-06-14
23192,22,235.7,74.0,149.3,73.1,18.5,54.6,72.7,74.2,18.4,2024-06-14
23193,23,218.1,55.8,149.9,73.6,17.7,55.9,73.3,74.4,17.6,2024-06-14
23194,24,201.2,37.9,150.9,73.8,17.2,56.6,73.7,74.7,17.2,2024-06-14
23195,,,,,,,,,,,2024-06-14
23196,AVG,211.71,49.72,149.58,72.95,17.68,55.27,72.64,74.12,17.63,2024-06-14
23197,,,,,,,,,,,2024-06-14
23198,MAX,236.0,74.9,150.9,73.8,18.7,56.6,73.7,74.7,18.6,2024-06-14
23199,MIN,200.5,37.8,148.4,72.3,17.0,53.9,71.9,73.7,17.0,2024-06-14
23200,1,201.4,37.6,151.4,73.9,17.0,56.9,73.7,74.9,17.0,2024-06-15
23201,2,201.3,37.6,151.3,73.7,17.0,56.7,73.5,74.8,17.0,2024-06-15
23202,3,201.1,37.7,151.0,73.7,17.2,56.5,73.4,74.7,17.0,2024-06-15
23203,4,200.9,37.6,150.9,73.7,17.0,56.7,73.4,74.6,16.9,2024-06-15
23204,5,201.0,37.7,150.9,73.7,16.9,56.8,73.5,74.6,16.9,2024-06-15
23205,6,201.0,37.8,150.8,73.6,17.0,56.6,73.1,74.6,16.9,2024-06-15
23206,7,201.3,38.5,150.4,73.5,16.9,56.6,73.0,74.5,16.9,2024-06-15
23207,8,196.4,33.5,150.5,73.6,16.7,56.9,73.1,74.5,16.8,2024-06-15
23208,9,195.0,32.2,150.4,73.6,16.6,57.0,73.1,74.5,16.7,2024-06-15
23209,10,194.5,31.7,150.4,73.4,16.5,56.9,73.0,74.4,16.5,2024-06-15
23210,11,194.2,31.7,150.1,73.3,16.6,56.7,72.9,74.2,16.5,2024-06-15
23211,12,194.2,31.8,150.0,73.2,16.4,56.8,72.8,74.2,16.5,2024-06-15
23212,13,194.1,31.8,149.9,73.2,16.4,56.8,72.8,74.1,16.4,2024-06-15
23213,14,194.0,31.7,149.9,73.2,16.3,56.9,72.8,74.1,16.4,2024-06-15
23214,15,193.9,31.8,149.7,73.0,16.3,56.7,72.7,74.0,16.3,2024-06-15
23215,16,193.7,31.6,149.7,72.9,16.3,56.6,72.6,74.0,16.3,2024-06-15
23216,17,193.3,31.6,149.3,72.9,16.3,56.6,72.5,73.8,16.2,2024-06-15
23217,18,193.5,31.8,149.3,72.7,16.4,56.3,72.3,73.7,16.4,2024-06-15
23218,19,193.9,32.5,149.0,72.6,16.2,56.4,72.2,73.63,16.2,2024-06-15
23219,20,182.0,32.0,137.6,72.8,15.3,57.5,72.4,73.6,15.4,2024-06-15
23220,21,172.3,31.8,128.1,73.0,15.1,57.9,72.6,73.7,15.3,2024-06-15
23221,22,159.2,31.4,115.4,73.2,14.7,58.5,72.9,73.9,14.7,2024-06-15
23222,23,155.9,31.0,112.5,73.5,14.1,59.4,73.2,74.1,14.2,2024-06-15
23223,24,154.9,30.8,111.7,73.6,14.0,59.6,73.5,74.2,14.1,2024-06-15
23224,,,,,,,,,,,2024-06-15
23225,AVG,190.12,33.55,144.17,73.31,16.22,57.1,72.96,74.22,16.23,2024-06-15
23226,,,,,,,,,,,2024-06-15
23227,MAX,201.4,38.5,151.4,73.9,17.2,59.6,73.7,74.9,17.0,2024-06-15
23228,MIN,154.9,30.8,111.7,72.6,14.0,56.3,72.2,73.6,14.1,2024-06-15
23229,1,152.3,42.9,97.0,74.0,13.8,60.2,73.8,74.5,13.8,2024-06-16
23230,2,152.5,43.6,96.5,73.8,13.7,60.1,73.7,74.5,13.7,2024-06-16
23231,3,152.8,44.1,96.3,73.8,13.6,60.2,73.7,74.4,13.7,2024-06-16
23232,4,152.8,44.0,96.4,73.9,13.6,60.3,73.7,74.4,13.7,2024-06-16
23233,5,152.6,43.8,96.4,73.9,13.6,60.3,73.9,74.4,13.6,2024-06-16
23234,6,152.9,44.1,96.4,74.1,13.4,60.7,73.8,74.5,13.6,2024-06-16
23235,7,152.6,43.9,96.3,73.5,14.2,59.3,73.2,74.5,14.3,2024-06-16
23236,8,176.8,68.4,96.0,73.6,14.7,58.9,73.3,74.3,14.7,2024-06-16
23237,9,171.2,62.8,96.0,73.8,14.3,59.5,73.5,74.3,14.3,2024-06-16
23238,10,155.4,46.8,96.2,73.9,13.7,60.2,73.6,74.4,13.7,2024-06-16
23239,11,156.0,47.5,96.1,73.7,13.6,60.1,73.4,74.4,13.7,2024-06-16
23240,12,155.7,47.3,96.0,73.7,13.7,60.0,73.4,74.3,13.8,2024-06-16
23241,13,155.7,47.3,96.0,73.7,13.5,60.2,73.5,74.3,13.6,2024-06-16
23242,14,155.1,46.7,96.0,73.7,13.7,60.0,73.5,74.4,13.6,2024-06-16
23243,15,154.9,46.5,96.0,73.7,13.5,60.2,73.5,74.4,13.5,2024-06-16
23244,16,154.6,46.2,96.0,73.7,13.3,60.4,73.5,74.3,13.4,2024-06-16
23245,17,154.9,46.5,96.0,73.6,13.4,60.2,73.4,74.3,13.5,2024-06-16
23246,18,180.9,72.8,95.7,73.2,14.7,58.5,73.0,74.2,14.8,2024-06-16
23247,19,206.1,98.4,95.3,72.9,16.0,56.9,72.7,74.0,16.0,2024-06-16
23248,20,208.5,100.7,95.4,73.3,16.2,57.1,73.0,74.2,16.2,2024-06-16
23249,21,207.1,99.0,95.7,73.4,16.2,57.2,73.1,74.4,16.2,2024-06-16
23250,22,207.5,99.4,95.7,73.5,16.3,57.2,73.1,74.4,16.2,2024-06-16
23251,23,205.5,97.3,95.8,73.6,15.9,57.7,73.5,74.5,16.0,2024-06-16
23252,24,181.9,73.5,96.0,74.1,15.0,59.1,73.9,74.7,15.1,2024-06-16
23253,,,,,,,,,,,2024-06-16
23254,AVG,169.01,60.56,96.05,73.67,14.32,59.35,73.45,74.38,14.36,2024-06-16
23255,,,,,,,,,,,2024-06-16
23256,MAX,208.5,100.7,97.0,74.1,16.3,60.7,73.9,74.7,16.2,2024-06-16
23257,MIN,152.3,42.9,95.3,72.9,13.3,56.9,72.7,74.0,13.4,2024-06-16
23258,1,166.3,58.3,95.6,74.0,14.3,59.7,73.9,74.7,14.4,2024-06-17
23259,2,165.4,57.6,95.4,73.9,14.3,59.6,73.7,74.6,14.4,2024-06-17
23260,3,165.6,57.8,95.4,73.9,14.2,59.7,73.8,74.6,14.3,2024-06-17
23261,4,165.8,58.0,95.4,73.9,14.3,59.6,73.8,74.6,14.4,2024-06-17
23262,5,176.7,69.0,95.3,73.8,14.9,58.9,73.7,74.5,15.0,2024-06-17
23263,6,178.2,70.6,95.2,73.7,15.1,58.6,73.4,74.5,15.1,2024-06-17
23264,7,189.3,82.0,94.9,73.6,15.6,58.0,73.2,74.4,15.6,2024-06-17
23265,8,182.6,75.4,94.8,73.5,15.3,58.2,73.2,74.3,15.4,2024-06-17
23266,9,182.4,75.3,94.7,73.6,15.3,58.3,73.2,74.3,15.4,2024-06-17
23267,10,182.7,75.4,94.9,73.7,15.4,58.3,73.3,74.4,15.5,2024-06-17
23268,11,183.0,75.7,94.9,73.7,15.3,58.4,73.3,74.4,15.3,2024-06-17
23269,12,183.1,75.7,95.0,73.7,15.3,58.4,73.3,74.5,15.4,2024-06-17
23270,13,182.5,75.1,95.0,73.7,15.3,58.4,73.4,74.5,15.3,2024-06-17
23271,14,181.7,74.3,95.0,73.7,15.2,58.5,73.3,74.5,15.2,2024-06-17
23272,15,181.5,74.3,94.8,73.6,15.2,58.4,73.2,74.4,15.2,2024-06-17
23273,16,180.7,73.5,94.8,73.5,15.1,58.4,73.2,74.4,15.2,2024-06-17
23274,17,181.6,74.4,94.8,73.5,15.2,58.3,73.2,74.3,15.2,2024-06-17
23275,18,182.0,74.9,94.7,73.4,15.2,58.2,73.1,74.3,15.3,2024-06-17
23276,19,180.5,73.3,94.8,73.4,15.1,58.3,73.1,74.2,15.1,2024-06-17
23277,20,180.6,73.5,94.7,73.6,15.2,58.4,73.3,74.3,15.3,2024-06-17
23278,21,182.7,75.4,94.9,73.7,15.2,58.5,73.4,74.4,15.3,2024-06-17
23279,22,182.7,75.3,95.0,73.8,15.3,58.5,73.4,74.5,15.3,2024-06-17
23280,23,181.4,73.9,95.1,73.8,15.1,58.7,73.6,74.6,15.2,2024-06-17
23281,24,180.4,72.7,95.3,73.9,15.0,58.9,73.8,74.6,15.0,2024-06-17
23282,,,,,,,,,,,2024-06-17
23283,AVG,179.14,71.73,95.02,73.69,15.06,58.63,73.41,74.45,15.12,2024-06-17
23284,,,,,,,,,,,2024-06-17
23285,MAX,189.3,82.0,95.6,74.0,15.6,59.7,73.9,74.7,15.6,2024-06-17
23286,MIN,165.4,57.6,94.7,73.4,14.2,58.0,73.1,74.2,14.3,2024-06-17
23287,1,180.3,72.5,95.4,74.0,15.0,59.0,73.9,74.7,15.1,2024-06-18
23288,2,180.2,72.3,95.5,73.8,14.9,58.9,73.6,74.6,15.0,2024-06-18
23289,3,180.3,72.7,95.2,73.7,15.0,58.7,73.6,74.5,15.1,2024-06-18
23290,4,180.3,72.7,95.2,73.7,15.0,58.7,73.5,74.4,15.1,2024-06-18
23291,5,180.3,72.7,95.2,73.7,15.1,58.6,73.5,74.4,15.1,2024-06-18
23292,6,180.2,72.8,95.0,73.6,15.2,58.4,73.2,74.3,15.3,2024-06-18
23293,7,181.6,74.4,94.8,73.4,15.4,58.0,73.1,74.2,15.4,2024-06-18
23294,8,181.4,74.3,94.7,73.6,15.4,58.2,73.2,74.3,15.4,2024-06-18
23295,9,181.3,74.0,94.9,73.8,15.4,58.4,73.4,74.4,15.4,2024-06-18
23296,10,181.7,74.4,94.9,73.8,15.3,58.5,73.4,74.5,15.4,2024-06-18
23297,11,181.2,73.9,94.9,73.8,15.3,58.5,73.4,74.5,15.4,2024-06-18
23298,12,181.3,74.0,94.9,73.9,15.3,58.6,73.5,74.6,15.3,2024-06-18
23299,13,181.1,73.7,95.0,73.9,15.3,58.6,73.6,74.7,15.3,2024-06-18
23300,14,180.9,73.5,95.0,74.0,15.3,58.7,73.7,74.8,15.3,2024-06-18
23301,15,180.9,73.4,95.1,74.1,15.5,58.6,73.8,74.9,15.4,2024-06-18
23302,16,181.1,73.5,95.2,74.2,15.3,58.9,73.9,74.9,15.3,2024-06-18
23303,17,180.9,73.3,95.2,74.2,15.3,58.9,73.9,75.0,15.5,2024-06-18
23304,18,181.0,73.3,95.3,74.3,15.2,59.1,74.0,75.1,15.2,2024-06-18
23305,19,181.3,73.5,95.4,74.4,15.3,59.1,74.1,75.2,15.3,2024-06-18
23306,20,199.3,91.7,95.2,74.1,16.1,58.0,73.8,75.1,16.2,2024-06-18
23307,21,216.7,109.3,95.0,74.0,17.1,56.9,73.7,75.1,17.0,2024-06-18
23308,22,218.0,110.5,95.1,74.4,16.7,57.7,73.9,75.1,16.7,2024-06-18
23309,23,200.3,92.4,95.5,74.4,16.2,58.2,74.2,75.2,16.3,2024-06-18
23310,24,203.3,95.3,95.6,74.4,16.4,58.0,74.1,75.1,16.5,2024-06-18
23311,,,,,,,,,,,2024-06-18
23312,AVG,186.45,78.92,95.13,73.97,15.5,58.47,73.67,74.73,15.54,2024-06-18
23313,,,,,,,,,,,2024-06-18
23314,MAX,218.0,110.5,95.6,74.4,17.1,59.1,74.2,75.2,17.0,2024-06-18
23315,MIN,180.2,72.3,94.7,73.4,14.9,56.9,73.1,74.2,15.0,2024-06-18
23316,1,189.1,81.0,95.7,74.4,15.4,59.0,74.2,75.1,15.5,2024-06-19
23317,2,178.8,70.7,95.7,74.3,15.1,59.2,74.2,75.0,15.3,2024-06-19
23318,3,178.5,70.5,95.6,74.3,15.1,59.2,74.14,75.0,15.2,2024-06-19
23319,4,178.8,70.9,95.5,74.0,15.1,58.9,73.9,74.8,15.3,2024-06-19
23320,5,179.8,71.9,95.5,74.1,15.2,58.9,73.9,74.8,15.3,2024-06-19
23321,6,180.3,72.6,95.3,73.6,15.5,58.1,73.6,74.7,15.4,2024-06-19
23322,7,196.1,88.8,94.9,73.6,16.3,57.3,73.3,74.7,16.4,2024-06-19
23323,8,199.9,92.8,94.7,73.6,16.4,57.2,73.3,74.5,16.5,2024-06-19
23324,9,199.9,92.7,94.8,73.7,16.3,57.4,73.4,74.6,16.3,2024-06-19
23325,10,200.3,93.0,94.9,73.5,16.5,57.0,73.5,74.0,16.5,2024-06-19
23326,11,200.2,92.9,94.9,74.0,16.5,57.5,73.6,74.8,16.6,2024-06-19
23327,12,200.2,92.9,94.9,74.0,16.4,57.6,73.7,74.8,16.4,2024-06-19
23328,13,200.3,93.0,94.9,74.0,16.4,57.6,73.7,74.9,16.5,2024-06-19
23329,14,200.3,93.0,94.9,74.0,16.5,57.5,73.7,75.0,16.5,2024-06-19
23330,15,200.2,92.9,94.9,74.0,16.4,57.6,73.7,75.0,16.5,2024-06-19
23331,16,200.3,93.0,94.9,74.1,16.4,57.7,73.8,75.0,16.4,2024-06-19
23332,17,217.1,110.0,94.7,73.9,17.2,56.7,73.7,75.0,17.2,2024-06-19
23333,18,216.9,109.9,94.6,73.8,17.2,56.6,73.6,75.0,17.2,2024-06-19
23334,19,217.0,110.0,94.6,73.9,17.3,56.6,73.6,75.0,17.3,2024-06-19
23335,20,216.6,109.5,94.7,73.9,17.4,56.5,73.6,75.0,17.4,2024-06-19
23336,21,217.3,110.1,94.8,73.9,17.4,56.5,73.6,75.0,17.4,2024-06-19
23337,22,217.5,110.2,94.9,73.8,17.4,56.4,73.6,74.9,17.3,2024-06-19
23338,23,200.3,92.7,95.2,74.2,16.6,57.6,74.0,75.1,16.7,2024-06-19
23339,24,182.7,74.6,95.7,74.4,15.7,58.7,74.3,75.3,15.8,2024-06-19
23340,,,,,,,,,,,2024-06-19
23341,AVG,198.68,91.23,95.05,73.96,16.32,57.64,73.73,74.87,16.37,2024-06-19
23342,,,,,,,,,,,2024-06-19
23343,MAX,217.5,110.2,95.7,74.4,17.4,59.2,74.3,75.3,17.4,2024-06-19
23344,MIN,178.5,70.5,94.6,73.5,15.1,56.4,73.3,74.0,15.2,2024-06-19
23345,1,164.3,56.0,95.9,74.6,14.8,59.8,74.5,75.5,14.9,2024-06-20
23346,2,161.9,53.5,96.0,74.6,14.6,60.0,74.41,75.2,14.7,2024-06-20
23347,3,161.9,53.7,95.8,74.5,14.5,60.0,74.3,75.1,14.6,2024-06-20
23348,4,161.8,53.6,95.8,74.5,14.5,60.0,74.3,75.1,14.6,2024-06-20
23349,5,161.7,53.5,95.8,74.5,14.4,60.1,74.3,75.1,14.5,2024-06-20
23350,6,162.1,53.9,95.8,74.4,14.4,60.0,74.1,75.0,14.6,2024-06-20
23351,7,163.7,55.7,95.6,74.4,14.6,59.8,74.1,75.0,14.7,2024-06-20
23352,8,168.8,60.9,95.5,74.3,14.8,59.5,74.0,75.0,15.0,2024-06-20
23353,9,169.2,61.4,95.4,74.2,14.8,59.4,74.3,74.9,14.9,2024-06-20
23354,10,169.9,62.2,95.3,74.2,14.8,59.4,73.9,74.8,15.0,2024-06-20
23355,11,170.0,62.4,95.2,74.3,14.8,59.5,73.8,74.7,14.9,2024-06-20
23356,12,170.1,62.7,95.0,73.9,14.7,59.2,73.6,74.7,14.9,2024-06-20
23357,13,170.6,63.4,94.8,73.8,14.8,59.0,73.6,74.6,15.0,2024-06-20
23358,14,181.8,74.9,94.5,73.6,15.2,58.4,73.4,74.5,15.4,2024-06-20
23359,15,183.6,76.8,94.4,73.5,15.4,58.1,73.3,74.4,15.4,2024-06-20
23360,16,185.2,78.6,94.2,73.3,15.3,58.0,73.1,74.2,15.4,2024-06-20
23361,17,185.7,79.3,94.0,73.2,15.3,57.9,73.0,74.2,15.4,2024-06-20
23362,18,185.5,79.2,93.9,73.5,15.3,58.2,73.2,74.2,15.4,2024-06-20
23363,19,183.8,77.1,94.3,73.6,15.2,58.4,73.4,74.4,15.3,2024-06-20
23364,20,196.8,90.1,94.3,73.5,16.1,57.4,73.2,74.4,16.1,2024-06-20
23365,21,198.2,91.4,94.4,73.7,16.0,57.7,73.4,74.6,16.2,2024-06-20
23366,22,196.6,89.4,94.8,74.0,16.0,58.0,73.6,74.8,16.1,2024-06-20
23367,23,172.4,64.5,95.5,74.6,14.8,59.8,74.4,75.2,14.9,2024-06-20
23368,24,169.1,60.8,95.9,74.6,14.7,59.9,74.5,75.3,14.8,2024-06-20
23369,,,,,,,,,,,2024-06-20
23370,AVG,174.78,67.29,95.09,74.05,14.99,59.06,73.82,74.79,15.11,2024-06-20
23371,,,,,,,,,,,2024-06-20
23372,MAX,198.2,91.4,96.0,74.6,16.1,60.1,74.5,75.5,16.2,2024-06-20
23373,MIN,161.7,53.5,93.9,73.2,14.4,57.4,73.0,74.2,14.5,2024-06-20
23374,1,168.8,60.5,95.9,74.4,14.6,59.8,74.3,75.2,14.7,2024-06-21
23375,2,168.9,60.7,95.8,74.3,14.6,59.7,74.2,75.0,14.6,2024-06-21
23376,3,168.7,60.8,95.5,74.3,14.5,59.8,74.1,74.8,14.6,2024-06-21
23377,4,168.6,60.7,95.5,74.1,14.5,59.6,74.0,74.8,14.6,2024-06-21
23378,5,168.4,60.6,95.4,73.9,14.4,59.5,73.8,74.6,14.5,2024-06-21
23379,6,168.8,61.3,95.1,73.8,14.6,59.2,73.5,74.5,14.6,2024-06-21
23380,7,168.3,61.0,94.9,73.6,14.6,59.0,73.4,74.3,14.8,2024-06-21
23381,8,169.1,61.9,94.8,73.8,14.8,59.0,73.5,74.4,14.9,2024-06-21
23382,9,168.7,61.4,94.9,73.8,14.8,59.0,73.5,74.5,14.9,2024-06-21
23383,10,168.9,61.6,94.9,73.9,14.8,59.1,73.6,74.5,14.9,2024-06-21
23384,11,168.6,61.5,94.7,73.9,14.8,59.1,73.6,74.5,14.9,2024-06-21
23385,12,168.2,61.2,94.6,73.9,14.8,59.1,73.6,74.6,14.9,2024-06-21
23386,13,168.2,61.2,94.6,73.9,14.7,59.2,73.7,74.6,14.8,2024-06-21
23387,14,168.1,61.0,94.7,73.9,14.7,59.2,73.7,74.7,14.8,2024-06-21
23388,15,169.9,62.8,94.7,74.0,14.7,59.3,73.7,74.7,14.8,2024-06-21
23389,16,175.8,68.7,94.7,73.8,15.2,58.6,73.6,74.7,15.3,2024-06-21
23390,17,184.1,77.1,94.6,74.0,15.2,58.8,73.8,74.8,15.4,2024-06-21
23391,18,184.2,77.0,94.8,74.2,15.3,58.9,73.9,75.0,15.4,2024-06-21
23392,19,184.5,77.2,94.9,74.3,15.2,59.1,74.1,75.1,15.5,2024-06-21
23393,20,184.4,77.0,95.0,74.4,15.3,59.1,74.1,75.1,15.4,2024-06-21
23394,21,184.7,77.1,95.2,74.6,15.4,59.2,74.3,75.3,15.5,2024-06-21
23395,22,185.3,77.3,95.6,74.7,15.5,59.2,74.5,75.5,15.7,2024-06-21
23396,23,184.3,76.1,95.8,74.8,15.4,59.4,74.6,75.6,15.6,2024-06-21
23397,24,183.8,75.2,96.2,75.0,15.4,59.6,74.9,75.6,15.5,2024-06-21
23398,,,,,,,,,,,2024-06-21
23399,AVG,174.22,66.7,95.12,74.14,14.91,59.23,73.92,74.85,15.03,2024-06-21
23400,,,,,,,,,,,2024-06-21
23401,MAX,185.3,77.3,96.2,75.0,15.5,59.8,74.9,75.6,15.7,2024-06-21
23402,MIN,168.1,60.5,94.6,73.6,14.4,58.6,73.4,74.3,14.5,2024-06-21
23403,1,183.9,75.2,96.3,75.0,15.4,59.6,75.0,75.8,15.6,2024-06-22
23404,2,183.9,75.1,96.4,75.0,15.5,59.5,74.9,75.8,15.5,2024-06-22
23405,3,183.7,75.0,96.3,74.8,15.4,59.4,74.7,75.6,15.47,2024-06-22
23406,4,183.8,75.3,96.1,74.7,15.3,59.4,74.6,75.6,15.4,2024-06-22
23407,5,183.4,75.0,96.0,74.7,15.3,59.4,74.5,75.4,15.3,2024-06-22
23408,6,184.2,75.9,95.9,74.5,15.4,59.1,74.2,75.3,15.5,2024-06-22
23409,7,185.3,77.3,95.6,74.4,15.6,58.8,73.9,75.1,15.7,2024-06-22
23410,8,184.8,77.0,95.4,74.2,15.8,58.4,73.9,75.1,15.9,2024-06-22
23411,9,185.0,77.3,95.3,74.1,15.8,58.3,73.7,74.9,16.0,2024-06-22
23412,10,184.7,77.2,95.1,73.9,16.1,57.8,73.6,74.8,16.0,2024-06-22
23413,11,184.5,77.3,94.8,73.7,15.9,57.8,73.4,74.6,16.0,2024-06-22
23414,12,184.5,77.3,94.8,73.9,15.8,58.1,73.5,74.7,16.0,2024-06-22
23415,13,184.7,77.5,94.8,73.9,15.8,58.1,73.6,74.7,15.9,2024-06-22
23416,14,184.3,77.2,94.7,73.7,15.7,58.0,73.4,74.6,15.8,2024-06-22
23417,15,184.1,77.2,94.5,73.5,15.7,57.8,73.3,74.5,15.8,2024-06-22
23418,16,183.9,77.0,94.5,73.4,15.6,57.8,73.2,74.4,15.7,2024-06-22
23419,17,184.0,77.2,94.4,73.4,15.5,57.9,73.2,74.4,15.6,2024-06-22
23420,18,184.0,77.3,94.3,73.5,15.5,58.0,73.3,74.4,15.7,2024-06-22
23421,19,184.0,77.2,94.4,73.6,15.5,58.1,73.3,74.4,15.6,2024-06-22
23422,20,183.8,76.9,94.5,73.5,15.5,58.0,73.3,74.5,15.5,2024-06-22
23423,21,184.0,77.0,94.6,73.7,15.6,58.1,73.4,74.5,15.7,2024-06-22
23424,22,183.4,76.2,94.8,74.0,15.6,58.4,73.6,74.6,15.6,2024-06-22
23425,23,169.3,61.8,95.1,74.0,14.8,59.2,73.9,74.7,15.0,2024-06-22
23426,24,168.2,60.5,95.3,73.9,14.8,59.1,73.8,74.7,14.9,2024-06-22
23427,,,,,,,,,,,2024-06-22
23428,AVG,182.89,75.33,95.16,74.04,15.54,58.5,73.8,74.88,15.63,2024-06-22
23429,,,,,,,,,,,2024-06-22
23430,MAX,185.3,77.5,96.4,75.0,16.1,59.6,75.0,75.8,16.0,2024-06-22
23431,MIN,168.2,60.5,94.3,73.4,14.8,57.8,73.2,74.4,14.9,2024-06-22
23432,1,168.3,60.6,95.3,73.7,14.8,58.9,73.6,74.5,14.8,2024-06-23
23433,2,168.2,60.6,95.2,73.7,14.7,59.0,73.6,74.5,14.7,2024-06-23
